species_id;bwg_name;domain;kingdom;phylum;subphylum;class;subclass;ord;subord;family;subfamily;tribe;genus;species;subspecies;functional_group;predation;realm;micro_macro;barcode;name0;
4591;Diptera.455;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Runchomyia;frontosa;NA;filter.feeder;prey;aquatic;macro;NA;Rumchomyia frontosa;
4596;Diptera.456;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;(Phoniomyia) pallidoventer;NA;filter.feeder;prey;aquatic;macro;NA;Phoniomyia pallidoventer;
4601;Diptera.457;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia sp. A;
4606;Diptera.458;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia sp. B;
4611;Diptera.459;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;(Microculex) daumasturus;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) daumasturus;
4616;Diptera.460;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) sp. D;
4621;Diptera.461;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;forcipenis;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia (Spilonympha) forcipenis;
4626;Coleoptera.63;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Adephaga;Dytiscidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;DYT - IC3;
4631;Diptera.462;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;(Microculex) siphanulatus;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) siphanulatus;
4636;Diptera.463;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;(Microculex) albipes;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) albipes;
4641;Diptera.464;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;(Microculex) carioca;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) carioca;
4646;Diptera.467;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;(Microculex) neglectus;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) neglectus;
4651;Diptera.373;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;(Microculex) hedys;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) hedys;
4656;Diptera.374;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex sp. H;
4661;Diptera.375;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex sp. I;
4666;Diptera.383;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex sp. J;
4671;Diptera.486;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;NA;NA;NA;NA;NA;filter.feeder;prey;aquatic;macro;NA;Pupa Culicidae;
4676;Diptera.10;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Anophelinae;NA;Anopheles;bellator;NA;filter.feeder;prey;aquatic;macro;NA;Anopheles bellator;
4681;Coleoptera.56;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Polyphaga;Elateridae;NA;NA;NA;NA;NA;NA;NA;aquatic;macro;NA;Elateridae sp.;
4686;Diptera.163;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Limatus;durhami;NA;filter.feeder;prey;aquatic;macro;NA;Limatus durhami;
4691;Diptera.197;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;(Phoniomyia) edwardsi;NA;filter.feeder;prey;aquatic;macro;NA;Phoniomyia edwardsi;
4696;Diptera.198;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;(Phoniomyia) mulhensi;NA;filter.feeder;prey;aquatic;macro;NA;Phoniomyia mulhensi;
4701;Diptera.199;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Phoniomyia spp.;
4706;Diptera.200;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;(Phoniomyia) theobaldi;NA;filter.feeder;prey;aquatic;macro;NA;Phoniomyia theobaldi;
4711;Diptera.307;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia spp.;
4716;Diptera.350;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) sp. L;
4721;Diptera.6;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Aedes;albopictus;NA;filter.feeder;prey;aquatic;macro;NA;Aedes albopictus;
4726;Diptera.91;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) Gr. Pleuristriatus spp.;
4731;Diptera.92;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex (Microculex) sp. D;
4736;Coleoptera.20;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Polyphaga;Elateridae;Agrypninae;NA;Platycrepidius;NA;NA;NA;NA;terrestrial;macro;NA;Platycrepidius cf. bicinctus;
4741;Diptera.158;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Haemagogus;NA;NA;filter.feeder;prey;aquatic;macro;NA;Haemagogus;
4746;Diptera.99;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex sp;
4751;Diptera.11;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Anophelinae;NA;Anopheles;kompii;NA;filter.feeder;prey;aquatic;macro;NA;Anopheles kompii;
4756;Diptera.12;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Anophelinae;NA;Anopheles;neivai;NA;filter.feeder;prey;aquatic;macro;NA;Anopheles neivai;
4761;Diptera.192;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Orthopodomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culicidae sp G;
4766;Diptera.282;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Toxorhynchites;NA;NA;engulfer;predator;aquatic;macro;NA;Toxorhynchites sp;
4771;Diptera.296;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;abebela;NA;filter.feeder;prey;aquatic;macro;NA;Culicidae sp A2;
4776;Diptera.297;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;circumcincta;NA;filter.feeder;prey;aquatic;macro;NA;Culicidae sp A3;
4781;Diptera.298;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;melanopus;NA;filter.feeder;prey;aquatic;macro;NA;Culicidae sp A;
4786;Diptera.316;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia sp;
4791;Coleoptera.14;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Polyphaga;Elmidae;NA;NA;NA;NA;NA;scraper;prey;aquatic;macro;NA;Elmidae sp. B;
4796;Diptera.317;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;pseudopecten;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia pseudopecten;
4801;Diptera.96;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;daumastocampa;NA;filter.feeder;prey;aquatic;macro;NA;Culex daumastocampa;
4806;Diptera.97;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;jenningsi;NA;filter.feeder;prey;aquatic;macro;NA;Culex jenningsi;
4811;Diptera.98;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;rejector;NA;filter.feeder;prey;aquatic;macro;NA;Culex rejector;
4816;Diptera.304;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;greyii;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia greyii;
4821;Diptera.107;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex sp1;
4826;Diptera.108;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex sp2;
4831;Diptera.109;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex sp4;
4836;Diptera.110;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex spp.;
4841;Diptera.14;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Anophelinae;NA;NA;NA;NA;filter.feeder;prey;aquatic;macro;NA;Anophelinae;
4846;Coleoptera.57;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Polyphaga;Elmidae;NA;NA;NA;NA;NA;scraper;prey;aquatic;macro;NA;Elmidae sp. A;
4851;Diptera.281;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Toxorhynchites;purpureus;NA;engulfer;predator;aquatic;macro;NA;Toxorhynchites purpureus;
4856;Diptera.283;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Toxorhynchites;NA;NA;engulfer;predator;aquatic;macro;NA;Toxorhynchites sp.;
4861;Diptera.285;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Toxorhynchites;NA;NA;engulfer;predator;aquatic;macro;NA;Toxorhynchites sp1;
4866;Diptera.286;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Toxorhynchites;NA;NA;engulfer;predator;aquatic;macro;NA;Toxorhynchites sp2;
4871;Diptera.287;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Toxorhynchites;NA;NA;engulfer;predator;aquatic;macro;NA;Toxorhynchites sp3;
4876;Diptera.288;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Toxorhynchites;trichopygus;NA;engulfer;predator;aquatic;macro;NA;Toxorhynchites trichopygus;
4881;Diptera.289;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Toxorhynchites;NA;NA;engulfer;predator;aquatic;macro;NA;Toxorynchites;
4886;Diptera.295;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia;
4891;Diptera.299;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;splendida;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia splendida;
4896;Diptera.302;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;aphobema;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia aphobema;
4901;Coleoptera.58;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Polyphaga;Elmidae;NA;NA;NA;NA;NA;scraper;prey;aquatic;macro;NA;Elmidae sp. C;
4906;Diptera.303;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;forattinii;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia forattinii;
4911;Diptera.305;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia sp 1;
4916;Diptera.442;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia sp 2;
4921;Diptera.308;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia spp.;
4926;Diptera.90;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex;
4931;Diptera.327;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culex;
4936;Diptera.328;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Aedes;NA;NA;filter.feeder;prey;aquatic;macro;NA;Aedes;
4941;Diptera.329;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Aedes;NA;NA;filter.feeder;prey;aquatic;macro;NA;Aedes;
4946;Diptera.330;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Toxorhynchites;NA;NA;engulfer;predator;aquatic;macro;NA;Culsp4;
4951;Diptera.331;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culsp5;
4956;Coleoptera.16;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Polyphaga;Hydrophilidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Hydrophilidae sp. 5547;
4961;Diptera.301;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Wyeomyia;NA;NA;filter.feeder;prey;aquatic;macro;NA;Wyeomyia;
4966;Diptera.391;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culicidae.Culex.sp.2;
4971;Diptera.398;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Toxorhynchites;portoricensis;NA;engulfer;predator;aquatic;macro;NA;Toxorhynchites portoricensis;
4976;Diptera.93;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;antillummagnorum;NA;filter.feeder;prey;aquatic;macro;NA;Culex antillummagnorum;
4981;Diptera.280;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Toxorhynchites;guadeloupensis;NA;engulfer;predator;aquatic;macro;NA;Toxorhynchites guadeloupensis;
4986;Diptera.95;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;Culicinae;NA;Culex;bisulcatus;NA;filter.feeder;prey;aquatic;macro;NA;Culex bisulcatus;
4991;Diptera.435;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Culicidae;NA;NA;NA;NA;NA;filter.feeder;prey;aquatic;macro;NA;Culicidae sp. 5422 cabeza roja sif?_n corto;
4996;Diptera.133;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Dolichopodidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Dolichopodidae sp.;
5001;Diptera.128;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Dolichopodidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Dolichopodidae sp. 1;
5006;Diptera.372;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Dolichopodidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Dolichopodidae sp.A;
5011;Acari.3;Eukaryota;Animalia;Arthropoda;Chelicerata;Arachnida;Acari;NA;NA;NA;NA;NA;NA;NA;NA;piercer;predator;NA;micro;NA;Mite sp. 1;
5016;Coleoptera.17;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Polyphaga;Hydrophilidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Hydrophilidae sp. 5553;
5021;Diptera.124;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Dolichopodidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Diptera sp;
5026;Diptera.127;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Dolichopodidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Dolichopodidae;
5031;Diptera.422;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Dolychopodidae;NA;NA;NA;NA;NA;NA;NA;aquatic;macro;NA;Dolychopodidae JP1;
5036;Diptera.129;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Empididae;NA;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Empididae cf. sp. 5558;
5041;Diptera.469;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Empididae;NA;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Empididae sp. A;
5046;Diptera.134;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Empididae;NA;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Empididae sp. B;
5051;Diptera.135;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Empididae;NA;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Empididae sp. C;
5056;Diptera.130;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Empididae;NA;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Empididae sp. 1;
5061;Diptera.131;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Empididae;NA;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Empididae sp. 2;
5066;Coleoptera.18;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Polyphaga;Hydrophilidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Hydrophilidae sp. A;
5071;Diptera.132;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Empididae;NA;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Empididae sp. 3;
5076;Diptera.421;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Empididae;NA;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Diptera JP7;
5081;Diptera.429;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Empididae;NA;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Diptera JP11;
5086;Diptera.525;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;DPT - IC15;
5091;Diptera.144;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Ephydridae sp. B;
5096;Diptera.471;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Ephydridae sp. D;
5101;Diptera.472;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Ephydridae sp. E;
5106;Diptera.473;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Ephydridae sp. F;
5111;Diptera.137;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Ephydridae sp. 1;
5116;Diptera.138;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Ephydridae sp. 2;
5121;Coleoptera.59;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Polyphaga;Hydrophilidae;NA;NA;NA;NA;NA;engulfer;predator;aquatic;macro;NA;Hydrophyllidae sp. B;
5126;Diptera.139;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Ephydridae sp. 3;
5131;Diptera.140;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Ephydridae sp. 4;
5136;Diptera.141;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Ephydridae sp. 5;
5141;Diptera.142;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Ephydridae sp. 6;
5146;Diptera.352;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Diptera sp. M forked tail;
5151;Diptera.494;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;NA;NA;NA;NA;NA;NA;NA;NA;NA;aquatic;macro;NA;;
5156;Diptera.136;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Cecidomyiidae;NA;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Diptera sp E;
5161;Diptera.416;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Diptera JP1;
5166;Diptera.418;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Diptera JP3;
5171;Diptera.420;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Ephydridae;NA;NA;NA;NA;NA;gatherer;prey;aquatic;macro;NA;Diptera JP6;
5176;Coleoptera.48a;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Coleoptera;Polyphaga;Hydrophilidae;Sphaeridiinae;NA;NA;NA;NA;piercer;predator;aquatic;macro;NA;Hydrophilidae sp. (adult);
5181;Diptera.431;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Limoniidae;Limoniinae;NA;Trentepohlia;NA;NA;shredder;prey;aquatic;macro;NA;Limoniidae JP1;
5186;Diptera.432;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Limoniidae;Limoniinae;NA;Trentepohlia;NA;NA;shredder;prey;aquatic;macro;NA;Limoniidae JP2;
5191;Diptera.166;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Limoniidae;Limoniinae;NA;NA;NA;NA;shredder;prey;aquatic;macro;NA;Limoniinae;
5196;Diptera.439;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Nematocera;Limoniidae;Limoniinae;NA;NA;NA;NA;shredder;prey;aquatic;macro;NA;Limoniinae sp2;
5201;Diptera.474;Eukaryota;Animalia;Arthropoda;NA;Insecta;Neoptera;Diptera;Brachycera;Muscidae;NA;NA;NA;NA;NA;NA;NA;aquatic;macro;NA;Muscidae sp.;
